floor_number,no_of_flats,flat_area_sft,no_of_rooms,sand_tons,cement_tons,no_of_bricks,labour_count,labour_hours
6,2,1614,6,31.62,37.89,9800,16,192
8,1,453,4,8.86,9.18,2810,4,40
10,2,1633,5,31.42,26.99,9813,16,112
2,2,1903,2,39.46,30.97,9815,19,171
10,4,1650,1,30.78,40.18,9192,16,128
4,2,1556,5,42.51,18.88,10310,15,90
1,1,850,6,22.38,14.68,5092,8,56
9,3,1234,5,35.29,22.61,6989,12,72
7,1,1354,1,35.36,19.38,7694,13,143
0,3,1851,2,36.95,29.21,12884,18,162
2,4,1979,3,50.92,33.21,11595,19,228
10,1,1290,1,32.3,27.42,7524,12,108
0,3,1990,4,36.54,31.55,13040,19,171
7,3,1439,1,39.75,28.15,8092,14,140
3,1,435,2,8.88,10.04,2945,4,24
7,3,906,6,24.21,11.73,5543,9,63
2,3,534,1,15.57,7.32,2961,5,40
0,4,759,3,22.63,14.28,5058,7,77
9,1,1628,3,47.41,32.4,10488,16,128
1,1,1462,1,28.79,35.2,9726,14,168
1,2,1105,6,20.96,19.98,7441,11,110
10,4,1262,2,35.88,27.49,7560,12,132
8,2,1594,2,34.25,30.32,9102,15,180
1,1,1095,6,28.79,14.87,5960,10,110
8,4,1715,1,42.49,32.09,11202,17,170
7,2,684,2,15.89,12.43,4770,6,72
3,4,1253,2,23.42,15.55,6751,12,132
1,4,1452,2,35.17,17.59,9840,14,154
4,4,1255,2,36.31,22.97,8051,12,84
8,2,1881,1,47.25,23.91,12839,18,144
9,1,976,5,18.07,18.79,5795,9,99
7,1,1528,1,41.5,25.43,9249,15,105
4,3,674,3,18.9,10.52,3996,6,54
5,2,489,1,11.92,10.91,3021,4,32
3,1,658,1,19.41,13.16,3833,6,72
1,1,1881,6,47.2,25.17,9591,18,180
1,2,1094,5,27.24,24.4,6212,10,100
10,3,745,2,21.0,17.97,5150,7,42
8,4,1990,3,47.91,35.98,12829,19,209
3,4,1286,4,35.7,21.52,6751,12,96
9,1,1474,5,37.57,30.99,9251,14,84
9,1,1598,3,40.32,29.4,11104,15,90
4,4,1062,5,26.98,23.26,6277,10,120
0,4,340,1,8.09,6.39,2053,3,30
7,3,1531,5,29.95,22.16,7695,15,135
5,4,745,5,15.62,10.69,4180,7,63
10,1,1767,5,52.34,38.15,12157,17,204
6,1,1672,3,39.39,38.8,10053,16,192
3,1,1638,2,44.84,39.86,9765,16,112
8,4,1371,5,24.77,18.3,7975,13,143
1,1,1242,5,22.91,15.64,7309,12,96
8,3,517,6,9.5,9.25,3515,5,30
6,4,1085,6,26.67,17.16,5704,10,90
9,1,799,3,19.88,10.37,4141,7,56
1,3,646,1,18.3,12.05,3422,6,42
6,3,1206,1,35.06,28.5,6217,12,72
4,3,416,3,10.06,10.16,2445,4,32
6,4,500,1,12.9,9.83,2566,5,35
7,4,1261,4,24.75,26.91,7126,12,144
8,4,1008,3,28.14,22.64,5048,10,80
8,2,1240,3,28.27,24.65,7881,12,108
4,4,1886,4,39.65,31.78,9433,18,198
4,3,326,6,8.03,4.97,2109,3,27
9,2,452,3,12.69,6.23,2296,4,44
6,3,930,6,17.86,12.85,4670,9,72
6,3,770,5,22.4,15.94,4761,7,56
7,4,1778,1,45.76,30.24,12356,17,102
4,1,1052,4,29.61,24.79,5754,10,100
8,3,842,3,17.83,11.46,4734,8,48
10,3,1240,1,31.03,17.0,6526,12,72
8,2,1504,1,30.88,32.79,9132,15,105
5,3,1875,5,48.43,24.81,11946,18,216
3,1,1476,5,35.94,31.43,7884,14,154
5,3,638,5,14.76,13.83,4005,6,72
4,3,1548,3,44.23,34.24,9786,15,165
10,4,1643,1,47.17,26.05,9304,16,128
7,2,920,4,17.14,16.36,4770,9,63
4,1,1620,4,44.55,32.21,8674,16,128
5,1,1505,2,27.93,19.26,7784,15,150
5,2,1919,2,46.97,31.55,9597,19,209
2,3,1238,1,27.67,22.82,8166,12,84
6,4,1374,4,25.14,26.36,6899,13,104
0,2,1962,5,57.71,44.63,10518,19,114
7,4,1477,3,42.49,35.17,9766,14,126
8,2,681,2,16.57,14.26,4041,6,42
2,4,1485,4,27.51,32.98,8810,14,154
8,1,735,3,14.75,14.07,5033,7,70
0,4,1155,3,29.06,27.83,6598,11,110
0,1,1512,3,31.1,32.06,8448,15,150
7,1,905,4,26.26,19.27,5828,9,54
5,2,1702,5,46.75,21.95,8888,17,204
4,3,1397,5,28.07,24.98,8782,13,156
2,1,1133,5,20.87,27.85,6583,11,77
6,4,622,6,16.02,9.33,4298,6,42
0,4,458,6,10.48,7.62,2354,4,36
10,1,1019,4,25.42,18.47,5771,10,70
6,1,1459,1,27.48,27.08,10190,14,126
5,3,1331,3,25.29,26.12,7414,13,156
7,3,1921,4,55.38,40.79,10519,19,171
9,2,1980,2,39.98,32.69,12336,19,228
1,1,1231,1,22.71,17.19,7163,12,96
6,2,1519,2,41.12,20.13,8011,15,90
0,4,1564,3,32.01,31.23,10484,15,180
6,2,1196,1,25.13,18.55,7224,11,110
2,4,1641,5,38.31,26.57,10862,16,176
6,3,1730,5,50.43,24.82,11044,17,119
0,4,567,4,13.3,13.13,3783,5,50
2,2,1451,5,27.83,28.61,9781,14,126
2,2,503,6,9.55,8.47,2948,5,50
5,1,561,2,15.64,10.28,3256,5,55
10,1,1221,5,23.03,20.77,8516,12,144
6,3,1401,4,39.58,18.41,7913,14,168
7,2,1624,5,36.56,29.17,9086,16,128
7,4,1001,5,20.68,23.53,6273,10,70
1,2,998,5,29.79,23.9,5277,9,72
9,1,1077,6,20.74,14.19,5786,10,120
6,4,1367,1,33.08,20.37,7309,13,104
5,4,1131,3,30.86,16.01,7123,11,77
9,2,387,4,9.02,8.79,2543,3,36
8,3,1320,2,29.46,26.17,8584,13,78
5,2,1452,5,37.58,30.51,9505,14,112
5,1,328,4,6.28,5.78,2008,3,24
10,3,1484,3,28.78,30.35,9957,14,112
9,2,1244,6,24.42,30.37,8138,12,72
2,2,632,4,17.31,9.33,4054,6,72
6,2,1106,1,31.86,15.97,7274,11,99
9,1,1800,6,42.0,28.61,10398,18,198
7,2,1595,2,34.56,25.33,8969,15,135
3,1,1406,3,33.76,17.59,8989,14,98
2,1,850,2,22.12,12.81,5612,8,88
3,4,1925,3,34.96,41.07,10015,19,190
0,2,602,3,17.3,7.98,4018,6,42
2,2,836,6,18.33,15.28,5109,8,56
7,2,1279,1,31.21,18.64,8291,12,120
8,3,572,3,14.74,13.45,3812,5,55
2,1,467,1,9.54,6.66,2849,4,32
4,2,1121,5,30.33,13.74,7476,11,132
9,4,1352,3,38.34,25.72,8051,13,117
5,4,1991,1,45.85,46.53,12951,19,152
3,4,1639,3,34.48,29.55,8212,16,96
4,1,1062,6,27.79,25.13,5868,10,70
6,2,1048,1,29.93,20.91,6143,10,90
9,1,789,4,19.38,9.95,4663,7,84
6,2,355,6,7.35,6.54,2147,3,24
3,2,607,4,13.45,7.35,3572,6,36
8,4,333,3,7.14,4.71,1972,3,18
3,3,1164,1,30.19,21.53,6384,11,99
3,3,988,6,22.74,24.21,5128,9,72
5,2,354,3,6.7,6.65,1834,3,18
7,4,1246,2,30.03,24.88,8384,12,96
0,3,1937,5,52.4,34.63,9956,19,133
9,1,1746,4,36.38,26.98,10333,17,170
1,3,771,5,16.3,12.59,5396,7,63
10,3,476,2,11.54,11.84,3063,4,48
10,3,886,3,26.13,17.83,4844,8,96
5,3,1932,4,38.57,42.49,12272,19,171
5,4,948,3,17.19,17.1,5054,9,90
4,3,309,2,5.74,7.04,1744,3,24
9,3,581,1,12.63,7.05,3451,5,55
9,3,763,2,14.97,18.82,4001,7,42
0,4,1616,3,32.08,23.44,8290,16,112
2,2,328,3,8.82,4.65,1842,3,18
4,1,1227,1,29.39,17.69,6632,12,132
9,2,1559,5,30.52,34.76,8421,15,180
8,1,1105,1,30.69,24.29,7385,11,132
3,4,1038,5,30.47,14.0,7225,10,90
5,2,1368,5,25.99,28.2,7019,13,117
2,4,532,1,12.65,11.03,2809,5,35
3,2,1769,1,40.89,33.73,10143,17,187
1,4,712,2,16.79,11.94,4518,7,49
7,4,1581,3,30.62,34.89,8572,15,90
0,4,1482,4,32.11,26.17,8509,14,112
3,2,1739,1,35.86,27.21,12016,17,187
5,3,339,5,7.9,7.66,1887,3,18
7,1,398,4,7.5,9.73,2565,3,21
1,1,1224,1,25.74,24.57,7987,12,132
8,2,1772,2,51.42,30.8,9000,17,187
4,2,1694,1,48.67,40.53,10404,16,96
6,3,1830,3,43.79,40.87,10010,18,144
0,4,479,4,10.35,11.62,3202,4,40
9,4,860,2,16.54,15.59,5435,8,56
3,3,586,1,11.94,11.61,2974,5,45
6,3,1273,3,32.41,27.44,8421,12,108
7,4,1010,4,20.49,16.88,5831,10,70
1,1,819,4,23.88,10.95,5698,8,96
7,2,1137,6,23.61,28.04,5997,11,132
4,2,1292,2,25.11,21.11,8994,12,120
3,1,1325,2,30.13,16.52,9025,13,104
5,3,369,1,8.25,8.31,2082,3,36
3,3,725,1,20.8,14.5,4064,7,63
10,3,1768,4,45.99,37.88,10273,17,119
4,1,1207,2,23.28,15.64,7892,12,108
9,2,1921,1,34.9,36.9,11274,19,171
2,4,815,1,20.55,12.54,5018,8,88
4,2,1193,6,23.98,21.33,8304,11,132
2,1,787,4,15.13,13.26,5065,7,84
9,2,591,2,13.89,10.95,3646,5,30
6,4,1633,1,32.72,38.31,10474,16,176
6,1,389,6,9.6,5.18,2009,3,36
7,4,1630,4,47.21,40.26,11210,16,144
7,1,1849,1,46.03,23.98,9388,18,108
4,3,1081,5,29.72,17.69,6787,10,120
3,4,1230,6,31.84,20.07,7422,12,84
10,2,1172,3,31.18,20.64,7296,11,77
6,4,910,1,16.74,11.75,6234,9,54
7,4,658,3,15.27,16.28,3494,6,36
9,1,439,5,8.14,8.99,2437,4,40
6,4,1095,3,27.37,21.88,6344,10,90
1,3,1833,5,49.2,26.51,10782,18,180
4,3,1292,3,35.42,19.9,6776,12,132
5,1,1668,4,34.42,39.06,10571,16,144
8,3,760,3,22.75,12.98,5135,7,42
9,1,328,2,8.92,5.58,2136,3,18
1,1,1567,6,38.84,25.4,8824,15,165
9,3,1577,6,36.29,23.42,9943,15,180
5,2,1376,4,35.33,18.22,8130,13,78
0,2,1356,6,31.05,20.05,6812,13,78
3,4,1982,6,54.52,30.32,10978,19,190
2,1,583,2,13.91,11.93,3726,5,45
5,2,380,1,9.05,4.77,2608,3,30
10,2,845,3,22.56,13.16,5615,8,64
2,2,1898,2,34.97,41.87,10164,18,144
6,1,763,2,15.55,16.56,4379,7,63
6,1,380,3,10.77,9.09,2468,3,30
7,1,1954,3,50.56,42.59,12005,19,133
3,3,459,5,10.6,8.11,3121,4,32
2,3,966,5,26.75,15.54,6360,9,72
1,4,1872,6,40.78,31.25,11002,18,198
4,2,1272,3,30.76,18.41,6755,12,144
5,3,1931,3,40.02,39.44,9676,19,190
4,4,1077,4,25.67,13.11,5412,10,80
7,1,1848,5,44.93,31.92,11450,18,216
2,4,1004,5,25.32,16.44,6005,10,70
5,2,1697,1,34.3,28.87,8830,16,96
10,2,595,5,16.52,10.51,3462,5,60
8,2,1931,4,40.78,41.65,12911,19,114
10,2,729,4,21.24,9.63,4918,7,77
1,2,1227,2,25.03,18.86,8214,12,84
3,3,705,2,19.01,13.99,4433,7,70
2,2,889,5,19.43,12.87,5289,8,48
3,2,1575,5,30.39,24.14,9753,15,105
4,2,1818,6,37.19,39.33,12154,18,126
8,4,1089,5,26.97,26.01,7045,10,100
1,2,603,3,16.74,9.02,3947,6,54
5,4,452,4,11.93,6.67,2836,4,28
7,2,804,1,18.92,15.21,4472,8,88
1,2,1110,1,23.95,20.96,7231,11,121
1,2,495,2,9.18,9.27,3013,4,40
9,4,975,3,24.58,17.44,6343,9,90
1,1,1085,2,29.99,16.49,6324,10,90
0,1,1924,5,51.18,34.67,11388,19,133
10,3,1132,3,33.25,21.82,7115,11,99
10,3,1327,6,32.19,16.89,8154,13,156
10,4,1564,1,36.33,34.49,10864,15,165
5,3,1128,4,32.34,25.24,6614,11,88
8,3,1981,4,58.76,43.2,13774,19,152
6,4,1789,1,47.58,22.83,10710,17,187
7,3,1591,2,37.43,24.19,9815,15,120
10,1,1728,6,48.73,38.41,10547,17,187
4,1,351,4,7.19,6.48,2135,3,21
8,4,1507,1,27.46,24.79,8904,15,135
4,2,832,6,18.06,11.24,4619,8,96
3,2,1267,4,29.12,27.85,8141,12,120
1,4,1918,4,37.61,26.49,10323,19,171
6,2,1958,6,40.82,35.62,10750,19,114
10,1,1996,1,43.66,24.42,10946,19,114
8,3,892,6,26.29,15.12,5999,8,56
3,3,1927,1,41.5,24.54,10001,19,114
2,3,393,4,10.67,9.48,2283,3,18
4,4,1148,1,32.42,18.05,7821,11,110
2,3,1071,1,25.51,22.74,7005,10,80
1,2,1956,2,46.31,45.19,13680,19,190
0,1,835,2,22.2,13.61,4272,8,88
5,3,921,3,19.91,18.09,4877,9,72
9,4,892,6,26.69,18.83,4696,8,64
9,2,1701,5,33.29,41.87,11111,17,170
3,4,839,4,23.74,12.91,5410,8,88
7,3,1959,6,53.04,28.53,10516,19,190
4,1,1984,3,36.72,32.76,11304,19,228
9,3,1753,3,44.06,41.17,9138,17,102
2,1,492,6,13.78,10.54,2554,4,28
8,3,1871,2,42.53,27.28,10462,18,216
7,3,1636,4,34.86,33.15,10072,16,112
4,4,1024,5,21.65,16.62,7149,10,60
2,2,1742,6,34.95,36.84,8924,17,136
7,3,423,2,8.44,7.55,2796,4,40
7,3,1900,4,48.88,23.12,10300,19,171
7,2,656,5,15.03,11.62,4109,6,54
2,4,1842,1,53.42,34.18,9283,18,216
5,3,840,2,17.52,18.03,4990,8,80
7,1,676,4,16.49,11.62,4163,6,42
10,2,537,6,12.22,13.27,3489,5,40
5,2,1772,6,50.44,42.18,10416,17,153
1,3,978,5,24.82,19.12,5251,9,72
4,1,681,4,14.56,9.44,4517,6,36
8,4,840,1,17.97,20.76,4617,8,72
3,2,1195,5,26.91,16.79,7620,11,88
0,2,1018,1,21.22,25.01,6037,10,100
6,3,1413,5,34.08,18.9,8781,14,140
4,1,495,1,14.64,6.53,2738,4,24
6,1,1121,6,28.97,18.28,6721,11,121
9,1,1540,4,28.86,37.78,10537,15,120
4,3,1732,5,34.0,21.07,12014,17,153
5,3,846,6,16.26,10.5,5206,8,64
8,3,615,2,14.4,14.34,3223,6,54
4,4,441,5,11.81,10.26,2360,4,28
8,1,1595,6,38.84,38.98,9036,15,180
1,4,765,1,14.16,9.37,3887,7,84
3,2,1634,5,48.5,33.54,10101,16,96
3,3,1858,1,55.3,31.31,11092,18,216
5,2,1712,4,36.22,23.89,8792,17,119
10,4,1563,1,30.2,35.11,8801,15,150
9,4,472,3,13.79,5.88,2890,4,48
4,1,1213,4,27.94,24.3,7538,12,144
1,4,1387,2,32.26,23.78,9132,13,91
8,1,742,4,22.21,13.39,3922,7,42
0,4,1555,1,34.28,23.74,10634,15,180
0,4,1636,1,31.34,25.71,10399,16,160
2,4,1991,2,40.2,24.32,12683,19,171
8,4,1913,5,40.91,44.45,11992,19,209
9,1,1862,1,48.21,35.21,12043,18,216
4,4,1283,3,25.88,16.04,7230,12,84
0,1,1740,3,34.92,34.03,10129,17,170
8,3,1245,6,31.17,26.3,8682,12,120
10,2,852,1,17.69,11.53,5852,8,80
1,3,353,3,10.56,5.51,2069,3,18
2,3,1568,6,33.18,21.31,9542,15,165
10,1,1064,2,25.69,22.81,5624,10,100
7,2,728,4,13.82,17.43,5087,7,63
10,4,1917,4,48.11,31.03,10188,19,209
4,1,1290,6,38.38,26.84,7871,12,96
3,2,1647,5,40.74,21.94,10778,16,128
1,2,1994,2,42.62,33.32,12809,19,228
6,3,850,2,17.75,17.23,4458,8,80
7,1,646,5,12.4,11.04,3860,6,66
10,1,563,2,10.24,11.11,3640,5,35
4,4,406,4,11.36,5.83,2376,4,48
2,4,814,5,23.61,17.58,4683,8,56
8,3,781,5,23.39,11.46,4062,7,49
0,1,1451,2,26.85,35.36,9333,14,112
8,1,358,6,10.71,6.36,2215,3,30
1,2,1081,1,27.83,21.44,7099,10,120
9,4,532,4,10.22,8.62,3071,5,40
7,2,1741,6,41.24,28.35,12071,17,187
1,1,1362,6,25.92,30.07,8218,13,156
0,1,725,1,13.49,10.19,4705,7,49
1,4,886,1,22.15,16.36,5081,8,72
3,3,344,1,10.24,4.21,1914,3,30
4,3,930,6,22.7,19.05,5137,9,81
3,1,1462,4,35.37,33.26,8929,14,112
3,2,1455,3,33.74,27.35,7942,14,84
1,4,1063,6,25.22,15.78,6569,10,70
10,2,1801,1,34.69,38.75,11599,18,126
0,2,1280,3,34.31,30.01,7174,12,120
8,3,1556,6,33.98,21.74,9200,15,90
4,2,873,2,21.11,15.38,5094,8,48
9,2,1736,6,33.61,38.56,11475,17,187
9,3,1307,2,25.84,18.95,7400,13,91
6,1,1635,6,36.0,28.05,10982,16,160
8,3,1322,1,39.35,31.03,7254,13,143
2,2,1903,5,42.43,30.22,9766,19,190
1,1,891,4,25.8,17.28,5655,8,56
1,4,1918,1,55.96,42.48,11761,19,209
0,1,1807,2,42.63,27.5,9116,18,162
1,1,857,1,24.67,14.3,4690,8,96
8,2,1490,6,35.62,26.14,9171,14,140
6,2,804,4,23.83,19.92,4871,8,96
2,2,378,3,7.66,5.71,2090,3,21
0,2,901,2,22.8,17.55,4897,9,72
10,2,1731,4,50.04,26.75,10784,17,102
8,1,659,2,14.17,15.7,4414,6,48
9,2,1296,1,30.46,27.16,8908,12,96
4,2,1664,1,40.85,25.82,9214,16,176
3,4,474,1,13.33,9.99,2580,4,36
9,3,1586,4,44.35,32.64,8455,15,105
1,4,720,3,14.59,11.1,4676,7,56
8,1,439,4,10.09,10.5,2486,4,36
9,2,1293,1,31.52,16.03,7248,12,84
9,3,1557,3,29.96,33.17,9062,15,180
2,2,1295,3,24.18,16.1,7515,12,132
4,3,1274,3,32.66,16.5,8537,12,132
8,4,1884,4,34.32,42.26,11820,18,108
6,2,1005,1,23.64,21.7,5385,10,100
3,1,1341,6,39.84,30.27,7346,13,130
9,3,550,2,14.6,11.54,3599,5,60
3,1,1443,3,31.88,25.53,8265,14,168
5,3,1213,2,29.16,24.88,6369,12,144
8,3,731,3,17.77,9.1,3866,7,49
1,4,1009,1,21.23,12.66,6399,10,120
10,2,1360,1,34.56,24.85,9316,13,91
10,3,601,1,13.34,12.27,3547,6,72
5,2,1086,2,25.59,13.89,5913,10,80
3,2,1309,2,26.61,21.11,8890,13,78
2,3,471,3,12.84,9.15,3056,4,36
1,1,1988,2,40.66,29.89,12373,19,114
1,4,339,1,7.14,4.16,2322,3,18
4,3,1016,6,29.37,17.17,6906,10,70
3,2,718,2,16.27,15.54,4459,7,63
3,1,1913,1,57.01,36.06,11819,19,152
0,2,1066,3,31.94,15.07,7099,10,100
10,4,1624,3,37.75,21.37,9160,16,176
3,4,938,1,17.55,11.36,6051,9,99
1,2,950,6,23.77,20.5,5035,9,63
7,1,1061,5,23.48,22.47,6594,10,120
3,3,881,6,25.34,10.66,5115,8,64
0,4,1748,2,36.28,25.23,10338,17,204
1,3,798,1,14.68,14.85,5253,7,49
4,3,353,2,9.38,8.19,2331,3,18
2,4,1756,2,42.79,27.78,9059,17,170
3,1,1409,5,41.35,34.97,7291,14,154
9,4,1859,1,48.66,37.42,10439,18,144
3,2,1444,2,34.92,23.53,8270,14,98
10,4,678,4,12.81,12.95,3599,6,66
9,4,534,1,12.95,6.58,2788,5,60
7,1,1732,2,32.28,42.25,9529,17,136
10,3,332,4,7.12,5.6,1752,3,30
1,3,877,3,18.51,12.55,6063,8,64
0,3,301,1,5.65,4.46,2043,3,30
9,4,1105,2,31.66,16.95,7436,11,99
8,4,1348,6,38.19,28.33,7003,13,156
0,3,881,1,26.22,13.79,5288,8,64
10,2,1497,2,35.95,34.72,9308,14,140
5,2,1375,4,39.23,31.03,9603,13,91
7,3,326,6,9.23,5.95,1737,3,30
9,1,1449,5,37.57,17.65,7552,14,168
7,4,563,6,12.73,8.52,3351,5,50
9,2,1610,1,29.75,33.46,10758,16,96
9,3,337,5,9.21,7.4,2179,3,27
8,3,525,2,11.22,9.96,3144,5,40
9,2,1589,5,41.49,24.45,9263,15,165
4,2,1789,5,44.96,28.04,11149,17,187
9,4,1375,1,38.19,26.27,7067,13,78
9,1,1011,4,22.37,17.1,5895,10,60
9,4,1139,6,32.68,26.99,6524,11,88
3,4,1600,4,30.92,37.75,9535,16,96
7,4,420,1,10.13,9.01,2289,4,44
4,4,1082,3,26.77,13.92,5844,10,100
7,1,1510,4,30.57,25.92,9389,15,135
7,3,525,6,10.41,8.0,3636,5,40
6,1,439,5,13.12,9.19,2387,4,40
4,4,754,4,14.08,15.64,4179,7,56
6,3,1863,6,35.66,36.36,12515,18,198
0,1,1040,4,29.44,15.68,6433,10,70
1,1,1502,2,28.87,22.36,9363,15,180
9,1,1091,4,32.0,16.73,6548,10,60
3,1,1273,6,36.81,22.04,8434,12,72
3,1,1665,6,36.08,39.79,9689,16,144
7,3,1863,5,35.28,29.11,12414,18,144
4,4,1353,1,37.07,26.77,7642,13,117
6,4,1937,2,43.07,32.73,12319,19,133
0,3,1795,5,41.62,37.53,10356,17,102
8,1,766,2,22.28,17.31,4158,7,42
6,3,1457,1,34.99,27.06,9427,14,140
4,1,1840,3,44.33,22.78,9992,18,126
10,3,1431,6,41.62,35.54,9649,14,126
6,3,1091,1,20.75,15.41,6699,10,100
3,2,748,4,21.39,12.94,4858,7,42
0,4,1584,6,29.72,20.63,10684,15,135
5,1,627,6,12.07,14.7,4096,6,48
2,1,1995,2,48.65,34.5,13204,19,152
1,2,485,5,12.74,11.57,2901,4,36
9,2,518,1,9.53,6.95,3245,5,30
2,4,1271,5,31.54,20.45,7532,12,72
10,4,1188,6,24.36,28.49,7323,11,99
1,2,1371,4,38.02,26.62,7023,13,156
6,1,538,4,14.88,11.87,2865,5,30
6,2,1496,5,28.59,36.44,7757,14,112
9,4,1943,2,43.05,40.06,13225,19,114
8,4,1440,1,27.15,26.68,7955,14,140
0,1,817,1,19.67,16.09,5343,8,48
2,3,325,2,7.67,5.16,1661,3,30
0,1,519,3,11.64,8.34,3255,5,40
9,1,1601,2,33.72,38.09,9815,16,192
4,4,1235,4,26.34,21.3,7397,12,84
2,4,878,3,23.96,19.55,5534,8,72
7,4,792,1,23.46,15.74,4061,7,56
3,1,474,3,9.13,9.68,3222,4,24
7,2,1393,6,28.7,28.06,9350,13,156
2,3,958,1,20.89,19.65,4897,9,81
3,2,1934,6,45.87,29.22,10066,19,114
9,2,1677,2,49.36,23.46,8659,16,176
3,3,356,2,8.8,8.42,2082,3,21
5,1,484,4,12.36,12.03,2431,4,48
8,4,971,4,22.85,22.26,5813,9,81
4,3,1091,2,28.14,18.55,6866,10,60
1,1,416,5,10.44,6.91,2718,4,24
9,1,1748,1,38.3,36.13,9268,17,119
7,4,1626,6,42.0,23.92,9912,16,144
8,1,1951,1,41.25,27.85,12542,19,228
5,4,445,2,11.38,8.19,2376,4,24
7,2,406,1,11.33,5.16,2312,4,32
6,4,1755,5,32.36,38.31,10366,17,170
4,2,1589,3,34.62,35.88,10140,15,90
1,4,1892,5,52.35,46.76,12644,18,162
8,1,934,1,20.78,13.41,5203,9,108
10,3,1371,5,32.89,29.73,9294,13,130
6,3,981,2,23.21,18.0,6087,9,72
2,4,1076,1,19.88,21.29,7281,10,100
3,2,310,3,8.11,6.09,1604,3,33
9,2,1223,1,29.05,24.58,7523,12,84
10,4,434,6,8.2,6.91,2843,4,48
9,2,893,3,17.76,22.11,5165,8,72
5,3,631,2,17.78,9.55,3238,6,66
7,4,1842,6,35.12,23.98,12649,18,144
6,4,890,3,19.57,12.96,5589,8,48
10,4,1055,2,20.7,20.0,5358,10,70
2,1,1921,4,42.26,34.43,12067,19,171
3,4,1963,4,55.7,30.2,12206,19,190
10,1,632,5,12.05,12.56,4137,6,60
8,1,1684,5,40.64,34.75,10475,16,144
7,4,1890,4,38.06,23.69,11008,18,126
1,4,1692,6,32.35,37.15,8679,16,112
0,1,848,6,18.52,20.18,5736,8,48
5,1,1843,6,39.27,36.62,12645,18,126
8,2,460,3,8.74,7.63,2577,4,44
1,3,705,1,18.41,10.96,4206,7,42
10,3,1466,6,42.38,18.04,9386,14,168
6,3,454,4,10.05,5.59,2991,4,32
8,3,1242,3,23.72,30.24,6534,12,84
1,2,1646,5,40.94,20.98,9809,16,128
6,1,1133,2,26.0,23.92,6756,11,77
2,1,1803,4,52.26,22.31,9683,18,216
8,3,1917,3,49.17,26.34,10538,19,133
8,3,554,4,10.34,7.46,3799,5,35
3,2,1739,4,33.2,37.59,11986,17,153
6,4,871,1,25.64,12.83,4596,8,56
0,4,1369,1,40.34,33.1,8881,13,156
4,3,832,6,17.69,15.83,5059,8,88
7,2,1832,4,34.43,44.51,10700,18,108
2,4,1933,2,48.12,28.02,11110,19,152
9,2,1092,4,25.49,19.18,7627,10,100
8,3,1267,2,29.44,21.94,7284,12,72
4,1,1439,5,28.49,22.92,9009,14,84
1,4,1758,2,43.59,37.35,9376,17,187
4,2,982,1,23.81,17.97,5367,9,81
10,1,1554,6,46.36,20.96,8514,15,105
8,2,1403,1,33.65,33.79,7797,14,84
9,4,463,1,12.32,6.49,2915,4,48
5,1,1485,5,28.68,22.27,9194,14,84
6,4,1735,6,36.69,30.21,11144,17,153
9,4,1246,6,31.6,28.93,8121,12,72
8,2,1883,3,56.24,36.74,9543,18,162
6,3,722,2,19.82,10.77,3960,7,42
1,4,1038,4,20.93,23.99,6061,10,120
7,3,1653,4,40.26,30.85,8378,16,96
6,2,1636,4,30.77,39.9,10778,16,160
1,3,576,6,11.2,13.29,4031,5,35
2,3,1632,1,38.86,35.6,10164,16,128
2,2,467,3,13.96,5.62,3163,4,36
4,3,986,3,17.94,12.53,6006,9,54
9,1,1421,5,26.23,30.79,7497,14,168
4,1,983,4,23.11,22.15,5865,9,99
9,1,1903,3,41.65,37.96,9636,19,114
5,3,1491,5,37.19,32.83,8932,14,168
0,3,1440,5,40.98,22.19,7899,14,98
5,4,951,6,27.78,18.51,6524,9,90
8,3,1294,3,28.44,28.09,7138,12,84
10,2,1074,1,29.98,24.39,7164,10,70
5,2,1569,2,32.92,32.06,9116,15,165
10,1,1021,2,24.35,18.71,6938,10,70
8,2,307,2,8.12,5.28,1692,3,27
6,3,1802,3,51.31,39.56,9842,18,180
5,4,641,6,11.61,8.2,3212,6,42
3,3,480,3,9.82,7.01,2606,4,48
5,3,1594,4,35.63,21.37,8897,15,105
0,2,794,5,22.82,11.87,4919,7,70
4,4,325,5,8.59,7.38,2098,3,33
7,3,1830,5,47.85,28.74,10322,18,198
7,4,1487,3,28.22,33.61,9063,14,168
7,4,1927,3,37.18,38.82,12077,19,114
1,1,652,5,15.7,12.05,3756,6,48
5,3,1038,6,22.14,13.77,6935,10,110
4,3,800,2,15.95,18.66,5063,8,88
0,4,1224,6,27.09,21.09,7824,12,120
6,2,1975,3,46.2,26.1,13752,19,228
0,3,602,1,12.67,7.78,3067,6,36
9,4,1786,2,39.11,21.77,9057,17,119
3,2,1442,6,42.8,26.1,7232,14,168
0,4,1989,5,53.78,26.03,13429,19,114
9,3,1972,1,42.13,27.24,9928,19,152
10,4,500,5,11.77,10.38,3433,5,30
8,3,1884,1,47.94,31.29,11302,18,162
8,3,1297,2,35.99,31.02,7127,12,144
5,1,1577,5,44.8,35.47,9999,15,90
0,3,581,5,15.07,8.51,3103,5,55
7,3,1241,6,33.4,29.76,6578,12,132
3,2,932,5,25.02,17.48,5804,9,54
1,2,1293,4,32.96,23.3,8930,12,84
4,4,346,1,8.96,6.81,2297,3,30
4,3,1682,4,49.36,20.39,9427,16,112
